binchicken_dir	coassembly	assembler	walltime	cpu_time	mean_load	max_rss	max_vms	samples	length	total_targets	total_size	recover_samples
results/aviary/genus_2sample/20230908/SRP286056	coassembly_0	metaspades	49613.8107	1766695.26	3555.18	325477.78	328008.12	SRR12762303,SRR12762304	2	2426	31421000000.0	SRR12762274,SRR12762275,SRR12762280,SRR12762283,SRR12762285,SRR12762286,SRR12762287,SRR12762291,SRR12762294,SRR12762295,SRR12762296,SRR12762301,SRR12762303,SRR12762304,SRR12762305,SRR12762306,SRR12762307,SRR12762311,SRR12762315,SRR12762323
results/aviary/genus_2sample/20230908/ERP119705	coassembly_0	metaspades	47740.0346	1787693.92	3737.0	307296.13	310448.2	ERR3858119,ERR3858121	2	2128	35111000000.0	ERR3858110,ERR3858111,ERR3858112,ERR3858113,ERR3858114,ERR3858115,ERR3858116,ERR3858117,ERR3858119,ERR3858120,ERR3858121,ERR3858122,ERR3858126,ERR3858129,ERR3858130,ERR3858133,ERR3858135,ERR3858136,ERR3858137,ERR3858138
results/aviary/genus_2sample/20230908/SRP200132	coassembly_0	metaspades	80026.5292	2807803.73	3505.24	385990.69	388660.59	SRR9179560,SRR9179562	2	3561	48574000000.0	SRR9179559,SRR9179560,SRR9179561,SRR9179562,SRR9179563
results/aviary/genus_2sample/20230908/ERP125453	coassembly_0	metaspades	46844.1399	1778705.79	3785.89	299798.06	303885.27	ERR4904390,ERR4904391	2	2196	23139000000.0	ERR4904390,ERR4904391,ERR4904392,ERR4904393,ERR4904394,ERR4904395,ERR4904396,ERR4904397
results/aviary/genus_2sample/20230908/SRP090828	coassembly_0	metaspades	22551.9389	795209.39	3501.97	215208.82	216896.7	SRR4343426,SRR4343439	2	2118	17903000000.0	SRR4343426,SRR4343444,SRR4343428,SRR4343430,SRR4343433,SRR4343435,SRR4343439,SRR4343442
results/aviary/genus_2sample/20230908/ERP123703	coassembly_0	metaspades	27186.0751	1084424.06	3976.66	114221.18	115192.37	ERR4583371,ERR4844152	2	2138	23886000000.0	ERR4583368,ERR4583369,ERR4583370,ERR4583371,ERR4583372,ERR4844149,ERR4844150,ERR4844151,ERR4844152,ERR4844153,ERR4844154,ERR4844155,ERR4844156,ERR4844157,ERR4844158,ERR4844159,ERR4844160,ERR4844161,ERR4844162,ERR4844163
results/aviary/genus_2sample/20230908/SRP050083	coassembly_0	metaspades	16173.8621	553649.55	3402.31	100412.21	102439.13	SRR1658462,SRR3308740	2	3017	35472000000.0	SRR1658343,SRR1658344,SRR1658462,SRR1658465,SRR1658466,SRR1658467,SRR1658468,SRR1658469,SRR1658472,SRR1658473,SRR3308675,SRR3308740,SRR3308881,SRR3309137,SRR3309152,SRR3309241,SRR3309324,SRR3309326,SRR3309327,SRR3309375
results/aviary/genus_2sample/20230908/SRP050083	coassembly_1	metaspades	11350.5689	423856.45	3706.58	83279.43	95506.36	SRR1658343,SRR3308675	2	2796	20172000000.0	SRR1658343,SRR1658344,SRR1658462,SRR1658465,SRR1658466,SRR1658467,SRR1658468,SRR1658469,SRR1658472,SRR1658473,SRR3308675,SRR3308740,SRR3308881,SRR3309137,SRR3309152,SRR3309241,SRR3309324,SRR3309326,SRR3309327,SRR3309375
results/aviary/genus_2sample/20230908/SRP124282	coassembly_0	metaspades	26859.2097	1114657.39	4136.51	214883.0	216505.47	SRR6261450,SRR6943132	2	2724	17935999999.0	SRR6261449,SRR6261450,SRR6261451,SRR6261452,SRR6943129,SRR6943130,SRR6943131,SRR6943132
results/aviary/genus_2sample/20230908/SRP098346	coassembly_0	metaspades	35339.0921	1294532.53	3649.47	288969.16	292290.22	SRR5214703,SRR5214704	2	2139	23511000000.0	SRR5214703,SRR5214704,SRR5214709
results/aviary/genus_2sample/20230908/SRP342105	coassembly_0	metaspades	57188.2753	1942225.72	3393.49	326613.31	331089.44	SRR16481186,SRR16481187	2	2201	33293000000.0	SRR16481182,SRR16481183,SRR16481184,SRR16481185,SRR16481186,SRR16481187,SRR16481188,SRR16481189
results/aviary/target/20230908/p__FCPU426	coassembly_0	metaspades	93276.6185	4047034.3	4335.82	383815.53	386863.71	SRR8464957,SRR8543846	2	38	32803000000.0	SRR8464957,SRR8464958,SRR8464959,SRR8464961,SRR8464962,SRR8464963,SRR8465028,SRR8543844,SRR8543846,SRR8543847,SRR8543848,SRR8543992,SRR8543994,SRR8543996,SRR8544146,SRR8544180,SRR9009749,SRR9009750,SRR9009751,SRR9009752
results/aviary/target/20230908/p__FCPU426	coassembly_1	metaspades	78623.2064	3500620.97	4450.2	349637.61	353626.97	SRR8464962,SRR8465028	2	26	25064000000.0	SRR8464957,SRR8464958,SRR8464959,SRR8464960,SRR8464961,SRR8464962,SRR8464963,SRR8465028,SRR8543844,SRR8543846,SRR8543847,SRR8543848,SRR8543994,SRR8543996,SRR8544146,SRR8544180,SRR9009749,SRR9009750,SRR9009751,SRR9009752
results/aviary/target/20230908/p__Undinarchaeota	coassembly_0	metaspades	89903.613	3000430.33	3333.74	395052.34	398154.04	SRR11826814,SRR5506693	2	30	46217999999.0	ERR599051,SRR10556723,SRR10556728,SRR11743108,SRR11744890,SRR11826758,SRR11826814,SRR11923209,SRR11923212,SRR11923215,SRR12389346,SRR12426459,SRR12936904,SRR4465028,SRR5504594,SRR5506556,SRR5506654,SRR5506688,SRR5506689,SRR5506693
results/aviary/target/20230908/p__Goldbacteria	coassembly_0	metaspades	22747.0497	876318.2	3846.35	324989.54	325520.32	SRR7800749,SRR7800900	2	80	4645000000.0	SRR7798769,SRR7798771,SRR7798776,SRR7798777,SRR7800382,SRR7800386,SRR7800746,SRR7800749,SRR7800751,SRR7800757,SRR7800760,SRR7800900,SRR7800926
results/aviary/target/20230908/p__Goldbacteria	coassembly_1	metaspades	22755.4818	864762.4	3796.34	322373.15	323120.58	SRR7798777,SRR7800757	2	45	5060000000.0	SRR7798769,SRR7798771,SRR7798776,SRR7798777,SRR7800386,SRR7800746,SRR7800749,SRR7800751,SRR7800757,SRR7800760,SRR7800891,SRR7800900,SRR7800926
results/aviary/target/20230908/p__NPL-UPA2	coassembly_0	metaspades	15675.7895	512138.89	3249.21	81657.07	102508.95	SRR9822617,SRR9822619	2	69	12735000000.0	SRR9822614,SRR9822615,SRR9822616,SRR9822617,SRR9822619
results/aviary/target/20230908/p__PUNC01	coassembly_3	metaspades	11406.8917	434975.7	3797.26	71718.02	93974.36	SRR7527651,SRR7528378	2	48	8301000000.0	SRR5458598,SRR5458681,SRR5458846,SRR5459186,SRR5581655,SRR7526679,SRR7527651,SRR7528378,SRR7528417,SRR7528420,SRR7528468,SRR7528474,SRR7528803,SRR7528875,SRR7528876,SRR7528923,SRR7529181,SRR7529407,SRR7529408,SRR8526173
results/aviary/target/20230908/p__PUNC01	coassembly_4	metaspades	22422.2971	808143.87	3589.95	92812.92	96554.36	SRR7528474,SRR8526173	2	47	18369000000.0	SRR5458598,SRR5458681,SRR5458846,SRR5459186,SRR5581655,SRR7526679,SRR7527651,SRR7528378,SRR7528417,SRR7528468,SRR7528474,SRR7528803,SRR7528875,SRR7528923,SRR7529149,SRR7529180,SRR7529181,SRR7529407,SRR7529408,SRR8526173
results/aviary/target/20230908/p__PUNC01	coassembly_5	metaspades	12513.3405	421763.92	3347.42	88653.92	101778.36	SRR7528923,SRR7529408	2	45	8342000000.0	SRR5458846,SRR5458848,SRR5459190,SRR5581653,SRR5581655,SRR7528378,SRR7528416,SRR7528417,SRR7528420,SRR7528474,SRR7528803,SRR7528875,SRR7528876,SRR7528923,SRR7529027,SRR7529181,SRR7529184,SRR7529407,SRR7529408,SRR8862235
results/aviary/genus_2sample/20230920/SRP269290	coassembly_0	metaspades	23758.0722	800953.95	3361.71	155962.57	157815.82	SRR12113420,SRR12113430	2	1200	27751999999.0	SRR12113386,SRR12113387,SRR12113401,SRR12113407,SRR12113416,SRR12113417,SRR12113418,SRR12113419,SRR12113420,SRR12113421,SRR12113422,SRR12113424,SRR12113425,SRR12113426,SRR12113428,SRR12113429,SRR12113430,SRR12113431,SRR12113432,SRR12113433
results/aviary/genus_2sample/20230920/SRP128246	coassembly_0	metaspades	66637.7227	2028840.22	3041.44	315755.4	316330.64	SRR6448209,SRR6831528	2	930	49370000000.0	SRR6448204,SRR6448205,SRR6448206,SRR6448207,SRR6448208,SRR6448209,SRR6448210,SRR6448211,SRR6448212,SRR6448213,SRR6448214,SRR6448219,SRR6831528
results/aviary/genus_2sample/20230920/SRP141552	coassembly_0	metaspades	19301.5948	649454.44	3345.25	81838.93	86990.35	SRR7051321,SRR7051322	2	945	25256000000.0	SRR7051054,SRR7051055,SRR7051056,SRR7051260,SRR7051275,SRR7051276,SRR7051277,SRR7051278,SRR7051283,SRR7051284,SRR7051285,SRR7051295,SRR7051296,SRR7051320,SRR7051321,SRR7051322,SRR7051323,SRR7517629,SRR7517633,SRR7517634
results/aviary/genus_2sample/20230920/SRP104967	coassembly_0	metaspades	34202.6483	1116210.53	3255.04	126496.14	126886.45	SRR5468562,SRR5468564	2	1406	42074000000.0	SRR5468518,SRR5468531,SRR5468562,SRR5468563,SRR5468564,SRR5468565,SRR5468567,SRR5468568
results/aviary/genus_2sample/20230920/SRP104967	coassembly_1	metaspades	17707.56	716320.46	4023.6	71733.7	92498.36	SRR5468567,SRR5468568	2	1311	27167000000.0	SRR5468562,SRR5468564,SRR5468565,SRR5468566,SRR5468567,SRR5468568
results/aviary/genus_2sample/20230920/SRP260945	coassembly_0	metaspades	88877.5083	3035069.66	3413.36	369470.46	371626.14	SRR11744915,SRR11744943	2	972	49319000000.0	SRR11744915,SRR11744943,SRR11745179,SRR11791037
results/aviary/genus_2sample/20230920/ERP119294	coassembly_0	megahit	69696.0825	3163015.92	4524.46	54007.14	66961.36	ERR4334727,ERR4334728	2	1212	47142000000.0	ERR3804373,ERR3804374,ERR3804375,ERR3804376,ERR3804377,ERR3804378,ERR4334725,ERR4334726,ERR4334727,ERR4334728,ERR4334729,ERR4334730,ERR4334731,ERR4334732,ERR4334733,ERR4334734,ERR4334735,ERR4334736
results/aviary/genus_2sample/20230920/ERP119294	coassembly_1	metaspades	74810.1968	2899409.18	3870.32	400512.04	401658.51	ERR3804373,ERR3804374	2	1015	38610000000.0	ERR3804373,ERR3804374,ERR3804375,ERR3804376,ERR3804377,ERR3804378,ERR4334725,ERR4334726,ERR4334727,ERR4334728,ERR4334729,ERR4334730,ERR4334731,ERR4334732,ERR4334733,ERR4334734,ERR4334735,ERR4334736
results/aviary/genus_2sample/20230920/SRP178699	coassembly_0	metaspades	27031.3253	926950.45	3418.85	178598.04	180460.95	SRR8437246,SRR8437277	2	1024	24299000000.0	SRR8437217,SRR8437218,SRR8437243,SRR8437244,SRR8437245,SRR8437246,SRR8437247,SRR8437272,SRR8437273,SRR8437274,SRR8437275,SRR8437277,SRR8437278,SRR8437279,SRR8437287
results/aviary/genus_2sample/20230920/SRP142039	coassembly_0	metaspades	38436.0445	1332431.45	3453.45	327350.04	330875.83	SRR7053533,SRR7053536	2	915	34670000000.0	SRR7053307,SRR7053308,SRR7053309,SRR7053310,SRR7053317,SRR7053514,SRR7053525,SRR7053526,SRR7053528,SRR7053532,SRR7053533,SRR7053535,SRR7053536,SRR7053538,SRR7053539,SRR7053541,SRR7053542,SRR7053571,SRR7053572,SRR7053653
results/aviary/genus_2sample/20230920/SRP141376	coassembly_0	metaspades	94236.8718	3660302.2	3882.32	304927.14	306502.21	SRR7048221,SRR7048222	2	1333	35015000000.0	SRR15699983,SRR7048218,SRR7048219,SRR7048220,SRR7048221,SRR7048222,SRR7048223,SRR7048224,SRR7048225,SRR7048226,SRR7048227,SRR7048228
results/aviary/genus_2sample/20230920/SRP278252	coassembly_0	metaspades	42278.3341	1563300.54	3689.81	204193.39	206539.71	SRR12487035,SRR12487046	2	1397	33250000000.0	SRR12486992,SRR12486993,SRR12486995,SRR12486996,SRR12486998,SRR12487002,SRR12487005,SRR12487007,SRR12487013,SRR12487017,SRR12487027,SRR12487035,SRR12487038,SRR12487039,SRR12487040,SRR12487041,SRR12487042,SRR12487044,SRR12487045,SRR12487046
results/aviary/genus_2sample/20230920/SRP089250	coassembly_0	metaspades	47216.5465	1837133.85	3884.81	292981.92	294148.8	SRR4236661,SRR5007244	2	1007	27595000000.0	SRR4236660,SRR4236661,SRR4236662,SRR4236666,SRR4236788,SRR4244739,SRR4244858,SRR5007116,SRR5007146,SRR5007150,SRR5007219,SRR5007244,SRR5007270,SRR5007272,SRR5007313,SRR5007357,SRR5007359,SRR5007456,SRR5168924,SRR5168926
results/aviary/genus_2sample/20230920/SRP140028	coassembly_0	megahit	85619.9997	4095713.28	4773.59	104765.77	118491.74	SRR7004200,SRR7004203	2	1337	48656000000.0	SRR7004199,SRR7004200,SRR7004201,SRR7004202,SRR7004203,SRR7004204,SRR7004205,SRR7004206,SRR7004334,SRR7004335,SRR7004337,SRR7004338,SRR7004339,SRR7004340,SRR7004341,SRR7004342,SRR7004343,SRR7004344,SRR7004346,SRR7006909
results/aviary/genus_2sample/20230920/SRP192515	coassembly_0	metaspades	34623.5685	1366394.0	3940.67	183130.94	185752.65	SRR8893623,SRR8893624	2	1405	23105000000.0	SRR8893620,SRR8893621,SRR8893622,SRR8893623,SRR8893624,SRR8893625
results/aviary/genus_2sample/20230920/SRP286056	coassembly_0	metaspades	48585.8924	1804807.07	3711.72	202323.75	202707.62	SRR12762285,SRR12762286	2	1275	30337000000.0	SRR12762274,SRR12762275,SRR12762276,SRR12762278,SRR12762279,SRR12762281,SRR12762282,SRR12762283,SRR12762285,SRR12762286,SRR12762287,SRR12762292,SRR12762293,SRR12762294,SRR12762295,SRR12762296,SRR12762297,SRR12762304,SRR12762321,SRR12762323
results/aviary/genus_2sample/20230920/SRP219642	coassembly_0	metaspades	59203.5196	2191477.7	3696.81	223663.22	226804.28	SRR10036064,SRR10036065	2	933	44778000000.0	SRR10036018,SRR10036034,SRR10036035,SRR10036037,SRR10036038,SRR10036039,SRR10036040,SRR10036041,SRR10036042,SRR10036046,SRR10036055,SRR10036056,SRR10036058,SRR10036059,SRR10036063,SRR10036064,SRR10036065,SRR10036068,SRR10036090,SRR10036091
results/aviary/genus_2sample/20230920/SRP114822	coassembly_0	metaspades	18709.0406	716871.18	3805.93	110571.36	113585.77	SRR7595151,SRR8816690	2	1230	26734000000.0	SRR7595151,SRR7595212,SRR7595265,SRR7595268,SRR7595270,SRR7595272,SRR7595315,SRR7595338,SRR7595368,SRR7595370,SRR8816676,SRR8816679,SRR8816688,SRR8816690,SRR8816696,SRR8816718,SRR8816721,SRR8816723,SRR8816754,SRR8816756
results/aviary/genus_2sample/20230920/SRP114822	coassembly_1	metaspades	18125.793	774542.55	4256.42	94981.15	97058.46	SRR7595087,SRR8816729	2	1030	26896000000.0	SRR7594999,SRR7595012,SRR7595083,SRR7595085,SRR7595087,SRR7595226,SRR7595230,SRR7595268,SRR7595362,SRR7595376,SRR8816663,SRR8816676,SRR8816686,SRR8816704,SRR8816725,SRR8816727,SRR8816729,SRR8816745,SRR8816750,SRR8816793
results/aviary/genus_2sample/20230920/SRP114822	coassembly_2	metaspades	28518.955	1109897.01	3877.29	127660.43	130775.1	SRR7595314,SRR8818201	2	1017	36114000000.0	SRR7595004,SRR7595012,SRR7595230,SRR7595268,SRR7595308,SRR7595310,SRR7595314,SRR7595364,SRR7595368,SRR7595370,SRR8816625,SRR8816665,SRR8816676,SRR8816721,SRR8816723,SRR8816745,SRR8816750,SRR8818201,SRR8818339,SRR8818341
results/aviary/genus_2sample/20230920/SRP272421	coassembly_0	metaspades	77235.5632	2776191.42	3591.09	382512.82	395142.2	SRR12261223,SRR12261225	2	1303	49112000000.0	SRR12261223,SRR12261224,SRR12261225,SRR12261226,SRR12261227
results/aviary/genus_2sample/20230920/SRP272421	coassembly_1	metaspades	81090.0278	2845099.07	3503.09	376186.18	380905.39	SRR12261226,SRR12261227	2	1104	46583000000.0	SRR12261223,SRR12261224,SRR12261225,SRR12261226,SRR12261227
results/aviary/genus_2sample/20230920/SRP067234	coassembly_0	megahit	19539.5349	803352.79	4071.93	16806.0	20937.21	SRR2986055,SRR2989655	2	1412	32653000000.0	SRR2986055,SRR2989655
results/aviary/genus_2sample/20230920/SRP239594	coassembly_0	metaspades	47218.4796	1513093.98	3200.16	197401.65	203296.67	SRR10836660,SRR10836661	2	939	49472000000.0	SRR10836659,SRR10836660,SRR10836661,SRR10836662
results/aviary/genus_2sample/20230920/SRP241326	coassembly_0	metaspades	27981.3878	1097296.14	3909.51	89006.42	91333.7	SRR10872647,SRR10872649	2	1097	48193000000.0	SRR10872584,SRR10872585,SRR10872647,SRR10872648,SRR10872649,SRR10872652,SRR10872661,SRR10872662,SRR10872663,SRR10872664
results/aviary/genus_2sample/20230920/SRP241326	coassembly_1	metaspades	23501.452	799718.49	3388.06	85673.33	88563.87	SRR10872661,SRR10872662	2	1068	45734000000.0	SRR10872584,SRR10872585,SRR10872647,SRR10872648,SRR10872649,SRR10872652,SRR10872661,SRR10872662,SRR10872663,SRR10872664
results/aviary/genus_2sample/20230920/SRP241326	coassembly_2	metaspades	31291.6506	1176043.81	3748.71	89057.12	91784.39	SRR10872584,SRR10872648	2	1049	47569000000.0	SRR10872584,SRR10872585,SRR10872647,SRR10872648,SRR10872649,SRR10872652,SRR10872661,SRR10872662,SRR10872663,SRR10872664
results/aviary/genus_2sample/20230920/SRP241326	coassembly_3	metaspades	26605.8715	968218.95	3627.58	86216.38	87263.75	SRR10872652,SRR10872663	2	1032	44461000000.0	SRR10872584,SRR10872585,SRR10872647,SRR10872648,SRR10872649,SRR10872652,SRR10872661,SRR10872662,SRR10872663,SRR10872664
results/aviary/genus_2sample/20230920/SRP231805	coassembly_0	megahit	10083.3078	403721.93	3899.63	8658.02	12826.34	SRR10519663,SRR5216256	2	1127	22404000000.0	SRR10519663,SRR5216251,SRR5216256
results/aviary/genus_2sample/20230920/SRP134809	coassembly_0	metaspades	59884.6011	2018453.65	3363.84	285963.07	292637.91	SRR6979426,SRR7152504	2	1282	49781000000.0	SRR6824232,SRR6978756,SRR6979289,SRR6979426,SRR6979551,SRR7152251,SRR7152353,SRR7152504,SRR7152675,SRR7152676,SRR7152869,SRR7152870,SRR7152871,SRR7152995,SRR7153117,SRR7154798,SRR7154800,SRR7154831,SRR7154838,SRR7154899
results/aviary/genus_2sample/20230920/ERP118353	coassembly_0	metaspades	17225.3349	653516.64	3779.06	141568.88	144181.7	ERR3654040,ERR3654041	2	938	19581000000.0	ERR3654040,ERR3654041
results/aviary/genus_2sample/20230920/SRP092796	coassembly_0	megahit	93049.9559	4250248.77	4559.73	65831.18	78220.79	SRR5002404,SRR9178439	2	1007	49676999999.0	SRR5002329,SRR5002346,SRR5002352,SRR5002378,SRR5002379,SRR5002383,SRR5002404,SRR9178091,SRR9178110,SRR9178111,SRR9178189,SRR9178195,SRR9178197,SRR9178293,SRR9178315,SRR9178408,SRR9178439,SRR9178457,SRR9178480,SRR9178489
results/aviary/genus_2sample/20230920/SRP092796	coassembly_1	megahit	90394.5642	4022433.08	4441.02	56610.36	76488.61	SRR5002346,SRR5002379	2	901	44667000000.0	SRR5002329,SRR5002346,SRR5002352,SRR5002378,SRR5002379,SRR5002383,SRR5002384,SRR5002404,SRR9178091,SRR9178110,SRR9178111,SRR9178189,SRR9178195,SRR9178235,SRR9178315,SRR9178408,SRR9178439,SRR9178457,SRR9178480,SRR9178489
results/aviary/genus_2sample/20230920/ERP119705	coassembly_0	metaspades	52130.9211	1872802.39	3585.51	346940.34	348822.76	ERR3858113,ERR3858114	2	5388	32985000000.0	ERR3858110,ERR3858111,ERR3858112,ERR3858113,ERR3858114,ERR3858115,ERR3858119,ERR3858120,ERR3858121,ERR3858122,ERR3858126,ERR3858127,ERR3858128,ERR3858129,ERR3858130,ERR3858131,ERR3858132,ERR3858136,ERR3858137,ERR3858138
results/aviary/genus_2sample/20230920/ERP119705	coassembly_1	metaspades	58139.1651	2204927.73	3787.99	362305.21	365728.27	ERR3858116,ERR3858117	2	3109	34260000000.0	ERR3858110,ERR3858111,ERR3858112,ERR3858113,ERR3858114,ERR3858115,ERR3858116,ERR3858117,ERR3858118,ERR3858119,ERR3858120,ERR3858121,ERR3858122,ERR3858126,ERR3858133,ERR3858134,ERR3858135,ERR3858136,ERR3858137,ERR3858138
results/aviary/genus_2sample/20230920/ERP119705	coassembly_2	metaspades	44557.5674	1601392.42	3588.86	200414.89	203245.47	ERR3858128,ERR3858129	2	2928	43554000000.0	ERR3858110,ERR3858111,ERR3858112,ERR3858113,ERR3858114,ERR3858115,ERR3858119,ERR3858120,ERR3858121,ERR3858122,ERR3858126,ERR3858127,ERR3858128,ERR3858129,ERR3858130,ERR3858131,ERR3858132,ERR3858136,ERR3858137,ERR3858138
results/aviary/genus_2sample/20230920/ERP119705	coassembly_3	metaspades	41867.5583	1552602.69	3706.35	178747.2	179207.23	ERR3858111,ERR3858112	2	2575	33687000000.0	ERR3858110,ERR3858111,ERR3858112,ERR3858113,ERR3858114,ERR3858115,ERR3858119,ERR3858120,ERR3858121,ERR3858122,ERR3858126,ERR3858127,ERR3858128,ERR3858129,ERR3858130,ERR3858131,ERR3858132,ERR3858136,ERR3858137,ERR3858138
results/aviary/genus_2sample/20230920/ERP119705	coassembly_4	metaspades	76753.432	2790598.35	3629.97	427794.31	431904.55	ERR3858115,ERR3858130	2	2133	39392000000.0	ERR3858110,ERR3858111,ERR3858112,ERR3858113,ERR3858114,ERR3858115,ERR3858119,ERR3858120,ERR3858121,ERR3858122,ERR3858126,ERR3858127,ERR3858128,ERR3858129,ERR3858130,ERR3858131,ERR3858132,ERR3858136,ERR3858137,ERR3858138
results/aviary/genus_2sample/20230920/ERP119705	coassembly_5	metaspades	84995.5312	3153957.23	3707.3	463326.02	466878.39	ERR3858134,ERR3858135	2	2017	43579000000.0	ERR3858112,ERR3858113,ERR3858114,ERR3858115,ERR3858116,ERR3858117,ERR3858118,ERR3858119,ERR3858120,ERR3858121,ERR3858122,ERR3858126,ERR3858128,ERR3858130,ERR3858133,ERR3858134,ERR3858135,ERR3858136,ERR3858137,ERR3858138
results/aviary/genus_2sample/20230920/SRP163575	coassembly_0	metaspades	54463.3771	1765255.67	3237.11	188379.3	192227.98	SRR7968113,SRR8439172	2	1197	31950000000.0	SRR7968108,SRR7968110,SRR7968113,SRR8439172
results/aviary/genus_2sample/20230920/ERP117304	coassembly_0	metaspades	19619.2234	812297.02	4120.63	95498.77	96602.98	ERR3534981,ERR3534985	2	935	21817000000.0	ERR3534961,ERR3534962,ERR3534963,ERR3534965,ERR3534968,ERR3534977,ERR3534979,ERR3534980,ERR3534981,ERR3534982,ERR3534985,ERR3534989,ERR3534994,ERR3534995,ERR3534996,ERR3534997,ERR3534998,ERR3535001,ERR3535002,ERR3535003
results/aviary/genus_2sample/20230920/SRP294416	coassembly_0	metaspades	44436.414	1727967.77	3881.97	218345.29	221161.09	SRR8925774,SRR8925775	2	942	37335000000.0	SRR8925744,SRR8925745,SRR8925746,SRR8925761,SRR8925766,SRR8925767,SRR8925769,SRR8925774,SRR8925775,SRR8925779,SRR8925782,SRR8925783,SRR8925788,SRR8925789,SRR8925790,SRR8925793,SRR8925808,SRR8925812,SRR8925814,SRR8925825
results/aviary/genus_2sample/20230920/SRP173033	coassembly_0	metaspades	96509.9857	3849701.74	3986.37	378008.32	379852.11	SRR14932608,SRR14932609	2	918	47893000000.0	SRR14932485,SRR14932511,SRR14932522,SRR14932533,SRR14932556,SRR14932608,SRR14932609,SRR14932611,SRR14932645,SRR14932648,SRR14932650,SRR14932652,SRR14932666,SRR14932667,SRR14932671,SRR14932672,SRR14932679,SRR14932680,SRR14932681,SRR14932689
results/aviary/genus_2sample/20230920/SRP220891	coassembly_0	metaspades	75769.746	3092057.43	4079.52	306992.23	308949.14	SRR10083294,SRR10083296	2	1025	47307000000.0	SRR10083230,SRR10083239,SRR10083241,SRR10083244,SRR10083246,SRR10083250,SRR10083262,SRR10083274,SRR10083287,SRR10083288,SRR10083292,SRR10083293,SRR10083294,SRR10083296,SRR10083297,SRR10083298,SRR10083300,SRR10083308,SRR10083310,SRR10083311
results/aviary/genus_2sample/20230920/SRP133034	coassembly_0	metaspades	34291.3822	1182289.03	3438.59	101767.81	103639.66	SRR6747781,SRR6747782	2	907	32050000000.0	SRR6747728,SRR6747730,SRR6747732,SRR6747747,SRR6747748,SRR6747756,SRR6747758,SRR6747759,SRR6747768,SRR6747781,SRR6747782,SRR6747786,SRR6747791,SRR6747792,SRR6747796,SRR6747799,SRR6747800,SRR6747803,SRR6747804,SRR6747810
results/aviary/genus_2sample/20230920/SRP128015	coassembly_0	metaspades	49342.0225	1820275.56	3682.95	310644.56	311749.05	SRR6439370,SRR6439371	2	1129	33979000000.0	SRR6439354,SRR6439355,SRR6439356,SRR6439358,SRR6439359,SRR6439360,SRR6439361,SRR6439362,SRR6439363,SRR6439364,SRR6439365,SRR6439366,SRR6439367,SRR6439368,SRR6439369,SRR6439370,SRR6439371,SRR6439372
